"sim","x","y","t"
"beta4",452279.321150005,4629263.27762146,2022-06-25 20:00:00
"beta4",452606.792757129,4629587.77373438,2022-06-25 21:00:00
"beta4",451813.268302237,4629640.97869249,2022-06-25 22:00:00
"beta4",451543.276992311,4629053.28960338,2022-06-25 23:00:00
"beta4",451519.600457084,4628565.71640318,2022-06-26 00:00:00
"beta4",452182.560409557,4628553.03227924,2022-06-26 01:00:00
"beta4",452379.386849883,4629743.28912719,2022-06-26 02:00:00
"beta4",452036.577271581,4628801.15372914,2022-06-26 03:00:00
"beta4",451327.309161469,4628512.96924642,2022-06-26 04:00:00
"beta4",450392.453503025,4627970.32057571,2022-06-26 05:00:00
"beta4",449670.939956887,4627450.29005925,2022-06-26 06:00:00
"beta4",449570.341669366,4628283.56181396,2022-06-26 07:00:00
"beta4",449955.48435251,4628611.23015015,2022-06-26 08:00:00
"beta4",450055.448143616,4629003.93402131,2022-06-26 09:00:00
"beta4",449555.174655799,4628863.39900357,2022-06-26 10:00:00
"beta4",449710.715040226,4628097.77330757,2022-06-26 11:00:00
"beta4",449299.878144721,4628099.15034348,2022-06-26 12:00:00
"beta4",449742.82675947,4627493.05708269,2022-06-26 13:00:00
"beta4",449956.080790314,4627822.78266068,2022-06-26 14:00:00
"beta4",450317.422564488,4627826.22833408,2022-06-26 15:00:00
"beta4",450906.859733441,4627863.49412066,2022-06-26 16:00:00
"beta4",451145.154380514,4628561.10303796,2022-06-26 17:00:00
"beta4",451746.672256844,4628915.6059568,2022-06-26 18:00:00
"beta4",452270.420579757,4629157.64972436,2022-06-26 19:00:00
"beta4",452362.912986004,4629443.83095808,2022-06-26 20:00:00
"beta4",452762.421741212,4629204.04825913,2022-06-26 21:00:00
"beta4",452680.874303469,4628421.56538786,2022-06-26 22:00:00
"beta4",451778.894069027,4628910.81428614,2022-06-26 23:00:00
"beta4",452048.369570983,4628798.31571297,2022-06-27 00:00:00
"beta4",451961.910595581,4629724.10404989,2022-06-27 01:00:00
"beta4",452230.440700647,4629642.88592351,2022-06-27 02:00:00
"beta4",451540.150066391,4629426.2454404,2022-06-27 03:00:00
"beta4",451515.716450872,4629060.45285649,2022-06-27 04:00:00
"beta4",451379.140730465,4628491.43299667,2022-06-27 05:00:00
"beta4",451570.292255954,4629368.70338609,2022-06-27 06:00:00
"beta4",451603.258513637,4628857.69795159,2022-06-27 07:00:00
"beta4",451025.774997245,4628561.333395,2022-06-27 08:00:00
"beta4",451320.589741588,4627777.86610059,2022-06-27 09:00:00
"beta4",451101.96336376,4628289.64697172,2022-06-27 10:00:00
"beta4",450693.444121283,4628274.60037054,2022-06-27 11:00:00
"beta4",450443.933533691,4627877.55162612,2022-06-27 12:00:00
"beta4",449737.950874279,4628261.67906242,2022-06-27 13:00:00
"beta4",449667.074083509,4627581.99033585,2022-06-27 14:00:00
"beta4",449314.631395865,4628781.12454952,2022-06-27 15:00:00
"beta4",449423.296317071,4628922.96441114,2022-06-27 16:00:00
"beta4",449769.647467308,4629230.18509074,2022-06-27 17:00:00
"beta4",449533.370669296,4629723.54055246,2022-06-27 18:00:00
"beta4",449867.283797039,4629877.02527009,2022-06-27 19:00:00
"beta4",449962.848616821,4629845.49002594,2022-06-27 20:00:00
"beta4",450057.18170719,4628981.13607035,2022-06-27 21:00:00
"beta4",449427.190348768,4628824.67318154,2022-06-27 22:00:00
"beta4",449590.738326827,4628898.39231374,2022-06-27 23:00:00
"beta4",449584.222205263,4629847.15959089,2022-06-28 00:00:00
"beta4",449115.626344802,4630169.76894453,2022-06-28 01:00:00
"beta4",450051.198115882,4629946.44728384,2022-06-28 02:00:00
"beta4",450008.207185931,4629440.05205156,2022-06-28 03:00:00
"beta4",449415.657295425,4628865.68279821,2022-06-28 04:00:00
"beta4",449316.324581772,4628378.26156045,2022-06-28 05:00:00
"beta4",449419.826445423,4628121.19862112,2022-06-28 06:00:00
"beta4",450087.55942983,4627554.00581028,2022-06-28 07:00:00
"beta4",449683.476613393,4627474.32882981,2022-06-28 08:00:00
"beta4",450477.638334938,4627942.00689994,2022-06-28 09:00:00
"beta4",451403.23971569,4628419.1917647,2022-06-28 10:00:00
"beta4",452093.038222217,4629105.57294915,2022-06-28 11:00:00
"beta4",452096.732633124,4629577.16182625,2022-06-28 12:00:00
"beta4",452553.942756381,4629593.17791698,2022-06-28 13:00:00
"beta4",451538.621915744,4629274.82995303,2022-06-28 14:00:00
"beta4",451736.038166378,4628788.2139122,2022-06-28 15:00:00
"beta4",452183.402499394,4629065.80649673,2022-06-28 16:00:00
"beta4",452294.694837481,4629575.26320752,2022-06-28 17:00:00
"beta4",451996.238193084,4629097.89663629,2022-06-28 18:00:00
"beta4",451514.380001032,4629451.15843345,2022-06-28 19:00:00
"beta4",451916.587463618,4628883.19729936,2022-06-28 20:00:00
"beta4",451526.221505688,4629290.30733771,2022-06-28 21:00:00
"beta4",451904.087130193,4628879.84167148,2022-06-28 22:00:00
"beta4",451624.182494167,4628616.06452512,2022-06-28 23:00:00
"beta4",450929.09945944,4627853.26583944,2022-06-29 00:00:00
"beta4",450315.363050871,4627931.03695504,2022-06-29 01:00:00
"beta4",449504.00264619,4627451.1773338,2022-06-29 02:00:00
"beta4",451158.083745783,4627645.28020518,2022-06-29 03:00:00
"beta4",451747.825107633,4628361.04680172,2022-06-29 04:00:00
"beta4",451802.517275698,4628756.84223485,2022-06-29 05:00:00
"beta4",451014.132942568,4627744.43207082,2022-06-29 06:00:00
"beta4",451304.137045469,4627570.82353345,2022-06-29 07:00:00
"beta4",451122.426801269,4627896.97225728,2022-06-29 08:00:00
"beta4",450497.557418431,4628117.05011694,2022-06-29 09:00:00
"beta4",451636.400604558,4628643.21365186,2022-06-29 10:00:00
"beta4",451805.177411426,4628661.53542972,2022-06-29 11:00:00
"beta4",452676.991924411,4629286.12730904,2022-06-29 12:00:00
"beta4",452367.23207486,4629426.78896634,2022-06-29 13:00:00
"beta4",452329.659328945,4628772.01990157,2022-06-29 14:00:00
"beta4",451652.599287761,4628935.60888089,2022-06-29 15:00:00
"beta4",451987.278485289,4628038.17922903,2022-06-29 16:00:00
"beta4",451630.570565549,4628414.3583059,2022-06-29 17:00:00
"beta4",451915.460014186,4628322.07482957,2022-06-29 18:00:00
"beta4",452194.954882577,4628638.55513154,2022-06-29 19:00:00
"beta4",452206.141412834,4629188.19019454,2022-06-29 20:00:00
"beta4",452499.055282614,4629359.78725665,2022-06-29 21:00:00
"beta4",452360.833983126,4628579.22793311,2022-06-29 22:00:00
"beta4",451805.748692153,4628612.5411971,2022-06-29 23:00:00
"beta4",451563.324028134,4629161.90787272,2022-06-30 00:00:00
"beta4",452683.317678905,4628429.79087501,2022-06-30 01:00:00
"beta4",452540.062965428,4629094.03845209,2022-06-30 02:00:00
"beta4",452998.282542856,4629043.67059076,2022-06-30 03:00:00
"beta4",452770.255620901,4629384.26232785,2022-06-30 04:00:00
"beta4",452226.740005267,4628824.59756851,2022-06-30 05:00:00
"beta4",452328.270586173,4628506.93232719,2022-06-30 06:00:00
"beta4",452002.755138789,4628630.98844753,2022-06-30 07:00:00
"beta4",451268.336079762,4628045.61799324,2022-06-30 08:00:00
"beta4",451340.564095105,4627646.90005594,2022-06-30 09:00:00
"beta4",451517.78769114,4629277.74532906,2022-06-30 10:00:00
"beta4",452254.574185417,4629472.58068644,2022-06-30 11:00:00
"beta4",451641.734236207,4629581.72673247,2022-06-30 12:00:00
"beta4",452308.265126548,4628874.45851212,2022-06-30 13:00:00
"beta4",451898.062707379,4629296.63843195,2022-06-30 14:00:00
"beta4",452165.018832825,4628868.39987697,2022-06-30 15:00:00
"beta4",451520.614798473,4629164.47539936,2022-06-30 16:00:00
"beta4",451677.289143071,4628878.36658042,2022-06-30 17:00:00
"beta4",451388.28028522,4628479.9155571,2022-06-30 18:00:00
"beta4",451621.464730463,4629305.8291444,2022-06-30 19:00:00
"beta4",452330.663763878,4629416.89974618,2022-06-30 20:00:00
"beta4",451972.494229628,4628610.70858323,2022-06-30 21:00:00
"beta4",451706.825506018,4628826.58145859,2022-06-30 22:00:00
"beta4",451347.304510444,4628453.01079529,2022-06-30 23:00:00
"beta4",452039.47171605,4628729.68004234,2022-07-01 00:00:00
"beta4",451997.743999314,4629363.71625123,2022-07-01 01:00:00
"beta4",452618.438905755,4629427.00864362,2022-07-01 02:00:00
"beta4",452265.402189615,4629261.29617216,2022-07-01 03:00:00
"beta4",451596.115348996,4629140.64919354,2022-07-01 04:00:00
"beta4",451760.618510834,4628607.99514484,2022-07-01 05:00:00
"beta4",451764.266635467,4629367.64858242,2022-07-01 06:00:00
"beta4",451819.262163921,4628856.98380924,2022-07-01 07:00:00
"beta4",451344.966687363,4628698.45788297,2022-07-01 08:00:00
"beta4",451185.794068899,4628036.58704326,2022-07-01 09:00:00
"beta4",451378.963650837,4628350.11353421,2022-07-01 10:00:00
"beta4",452427.685463695,4628805.48436206,2022-07-01 11:00:00
"beta4",452369.15428582,4628779.87276134,2022-07-01 12:00:00
"beta4",452001.719338783,4628405.90441587,2022-07-01 13:00:00
"beta4",451498.865591663,4628431.06645784,2022-07-01 14:00:00
"beta4",451798.967616548,4628790.27377237,2022-07-01 15:00:00
"beta4",451549.215565449,4629502.10616251,2022-07-01 16:00:00
"beta4",451797.017614324,4629265.41344452,2022-07-01 17:00:00
"beta4",451829.828660363,4629645.49086078,2022-07-01 18:00:00
"beta4",452280.816961663,4629021.49035981,2022-07-01 19:00:00
"beta4",451790.912111248,4628668.14600457,2022-07-01 20:00:00
"beta4",452139.240194518,4629024.84319399,2022-07-01 21:00:00
"beta4",452417.341213267,4629195.73144105,2022-07-01 22:00:00
"beta4",452499.973206641,4629280.54208702,2022-07-01 23:00:00
"beta4",451663.295754561,4628736.86138149,2022-07-02 00:00:00
"beta4",452356.448334444,4629402.69003858,2022-07-02 01:00:00
"beta4",451528.643070095,4629174.70423597,2022-07-02 02:00:00
"beta4",452055.267703673,4629564.60848929,2022-07-02 03:00:00
"beta4",452516.640675927,4629514.0364745,2022-07-02 04:00:00
"beta4",451730.027838175,4628990.47138295,2022-07-02 05:00:00
"beta4",452231.055453099,4628768.1610844,2022-07-02 06:00:00
"beta4",451697.059465575,4629398.16863909,2022-07-02 07:00:00
"beta4",451762.99417718,4628780.28704934,2022-07-02 08:00:00
"beta4",451559.54972268,4628971.36227338,2022-07-02 09:00:00
"beta4",451301.881943857,4628563.81706467,2022-07-02 10:00:00
"beta4",451740.885211021,4628660.81310634,2022-07-02 11:00:00
"beta4",452261.302464358,4629484.02902248,2022-07-02 12:00:00
"beta4",452034.296012492,4629737.40465758,2022-07-02 13:00:00
"beta4",452632.367461678,4629381.49034965,2022-07-02 14:00:00
"beta4",452199.421594324,4629245.2194157,2022-07-02 15:00:00
"beta4",452023.074843335,4628704.14295619,2022-07-02 16:00:00
"beta4",451644.743427079,4628893.5281618,2022-07-02 17:00:00
"beta4",451456.480106949,4628128.26691319,2022-07-02 18:00:00
"beta4",450796.713222667,4628160.43983557,2022-07-02 19:00:00
"beta4",451503.400148056,4629123.45980535,2022-07-02 20:00:00
"beta4",451644.050217272,4629023.49604563,2022-07-02 21:00:00
"beta4",451829.115149878,4629550.71676862,2022-07-02 22:00:00
"beta4",452656.237810493,4628525.6628904,2022-07-02 23:00:00
"beta4",452146.519048377,4628181.8481175,2022-07-03 00:00:00
"beta4",450891.848744723,4627890.98117174,2022-07-03 01:00:00
"beta4",450332.349909646,4627919.15293629,2022-07-03 02:00:00
"beta4",450071.580404021,4627660.05326905,2022-07-03 03:00:00
"beta4",450770.765726152,4627656.1143524,2022-07-03 04:00:00
"beta4",451652.394091911,4628826.01089625,2022-07-03 05:00:00
"beta4",452138.306029999,4628693.63460356,2022-07-03 06:00:00
"beta4",452257.49443506,4629317.83428916,2022-07-03 07:00:00
"beta4",452629.006852614,4629455.26907378,2022-07-03 08:00:00
"beta4",452721.387194816,4629909.9717739,2022-07-03 09:00:00
"beta4",452100.582713231,4628732.13436172,2022-07-03 10:00:00
"beta4",451482.775757578,4628244.55507393,2022-07-03 11:00:00
"beta4",450864.159253123,4627697.47890371,2022-07-03 12:00:00
"beta4",450811.64097612,4627578.98738264,2022-07-03 13:00:00
"beta4",451319.061353833,4627600.98729934,2022-07-03 14:00:00
"beta4",451726.235644115,4628613.33157925,2022-07-03 15:00:00
"beta4",452688.840318722,4628646.48272869,2022-07-03 16:00:00
"beta4",452505.613365683,4629561.2946352,2022-07-03 17:00:00
"beta4",451652.506389147,4629534.78274434,2022-07-03 18:00:00
"beta4",451681.925811888,4628558.57565542,2022-07-03 19:00:00
"beta4",451184.385944796,4628301.7638963,2022-07-03 20:00:00
"beta4",450343.868299622,4627808.40651678,2022-07-03 21:00:00
"beta4",451231.618521077,4627764.31700311,2022-07-03 22:00:00
"beta4",451394.840472798,4628454.90840371,2022-07-03 23:00:00
"beta4",451829.016166142,4628459.58925103,2022-07-04 00:00:00
"beta4",451628.564868368,4628847.10444786,2022-07-04 01:00:00
"beta4",451796.114609142,4629281.29217976,2022-07-04 02:00:00
"beta4",451545.277698884,4629454.78839544,2022-07-04 03:00:00
"beta4",451710.25378455,4628873.79557364,2022-07-04 04:00:00
"beta4",451350.029637452,4628544.82582016,2022-07-04 05:00:00
"beta4",450925.138458778,4627863.09845022,2022-07-04 06:00:00
"beta4",449790.679409443,4627603.72369687,2022-07-04 07:00:00
"beta4",449653.445158042,4627790.38360369,2022-07-04 08:00:00
"beta4",450465.26813094,4627979.68355772,2022-07-04 09:00:00
"beta4",451121.10906382,4627868.56501488,2022-07-04 10:00:00
"beta4",451399.815301684,4628634.07835872,2022-07-04 11:00:00
"beta4",451208.806523877,4628296.93441293,2022-07-04 12:00:00
"beta4",450863.582693163,4628112.63602859,2022-07-04 13:00:00
"beta4",451479.834788203,4628221.84813592,2022-07-04 14:00:00
"beta4",451546.952061025,4629203.4374,2022-07-04 15:00:00
"beta4",451531.935671176,4629466.44723243,2022-07-04 16:00:00
"beta4",452314.994069824,4629579.61682477,2022-07-04 17:00:00
"beta4",451842.421556434,4629531.20115804,2022-07-04 18:00:00
"beta4",451959.102708094,4628599.25238848,2022-07-04 19:00:00
"beta4",451757.71808125,4628777.5326422,2022-07-04 20:00:00
"beta4",452288.571629505,4628980.31353171,2022-07-04 21:00:00
"beta4",452127.71315982,4628739.77021609,2022-07-04 22:00:00
"beta4",451854.906291098,4628733.57472784,2022-07-04 23:00:00
"beta4",452146.815883948,4628697.41397671,2022-07-05 00:00:00
"beta4",452044.243668071,4629194.73621996,2022-07-05 01:00:00
"beta4",451633.878713406,4629467.98389637,2022-07-05 02:00:00
"beta4",451853.493907658,4628584.2363557,2022-07-05 03:00:00
"beta4",451668.797662643,4628575.15730566,2022-07-05 04:00:00
"beta4",451304.896562543,4627595.3461855,2022-07-05 05:00:00
"beta4",450709.501181251,4627628.80199081,2022-07-05 06:00:00
"beta4",450229.878891394,4628048.47187905,2022-07-05 07:00:00
"beta4",450843.993100335,4627568.72774859,2022-07-05 08:00:00
"beta4",450384.373625188,4628011.99652224,2022-07-05 09:00:00
"beta4",450194.947593354,4627722.67867928,2022-07-05 10:00:00
"beta4",449734.03744143,4627568.39663751,2022-07-05 11:00:00
"beta4",449316.464177206,4628866.31120433,2022-07-05 12:00:00
"beta4",449797.364963711,4629205.630502,2022-07-05 13:00:00
"beta4",449367.490149558,4628819.69224195,2022-07-05 14:00:00
"beta4",449515.629664948,4629622.14244372,2022-07-05 15:00:00
"beta4",449714.031073214,4629313.79498281,2022-07-05 16:00:00
"beta4",449768.483840502,4629778.58330715,2022-07-05 17:00:00
"beta4",450162.140743255,4629636.95019925,2022-07-05 18:00:00
"beta4",449800.864510966,4629712.90585001,2022-07-05 19:00:00
"beta4",449224.800787371,4629539.70285726,2022-07-05 20:00:00
"beta4",449758.52369568,4629648.12095283,2022-07-05 21:00:00
"beta4",449886.895916996,4629810.22814085,2022-07-05 22:00:00
"beta4",450023.179683169,4629921.1907485,2022-07-05 23:00:00
"beta4",449832.838957698,4629920.13551834,2022-07-06 00:00:00
"beta4",449625.065137444,4629909.85223596,2022-07-06 01:00:00
"beta4",450153.050779556,4629572.91635888,2022-07-06 02:00:00
"beta4",451039.540199954,4629744.39242556,2022-07-06 03:00:00
"beta4",451833.074949408,4629708.66111691,2022-07-06 04:00:00
"beta4",451575.629683096,4629364.8558541,2022-07-06 05:00:00
"beta4",452107.913227695,4629288.01979266,2022-07-06 06:00:00
"beta4",451660.947959178,4629173.47747957,2022-07-06 07:00:00
"beta4",452316.167731204,4628995.8941894,2022-07-06 08:00:00
"beta4",451599.142034328,4629277.73610712,2022-07-06 09:00:00
"beta4",451657.073553037,4628503.38359905,2022-07-06 10:00:00
"beta4",451469.053254553,4628359.11815558,2022-07-06 11:00:00
"beta4",451572.97171751,4628865.19441876,2022-07-06 12:00:00
"beta4",451582.735586695,4628388.87928943,2022-07-06 13:00:00
"beta4",450915.076134433,4628117.36410695,2022-07-06 14:00:00
"beta4",450878.415259022,4627831.08898029,2022-07-06 15:00:00
"beta4",450388.000793804,4627906.89701596,2022-07-06 16:00:00
"beta4",451339.650613428,4627520.43085212,2022-07-06 17:00:00
"beta4",451424.404045421,4628578.88744267,2022-07-06 18:00:00
"beta4",451837.785293114,4628721.91052001,2022-07-06 19:00:00
"beta4",451643.963341787,4629368.14935859,2022-07-06 20:00:00
"beta4",452330.181307347,4629410.24327501,2022-07-06 21:00:00
"beta4",451889.526561413,4629645.6058181,2022-07-06 22:00:00
"beta4",451676.582960657,4628570.95602539,2022-07-06 23:00:00
"beta4",451232.680483353,4628422.76861849,2022-07-07 00:00:00
"beta4",451708.277911571,4628510.74763791,2022-07-07 01:00:00
"beta4",451704.888769975,4628755.50916243,2022-07-07 02:00:00
"beta4",452737.51390222,4628501.19617839,2022-07-07 03:00:00
"beta4",452275.444754876,4629156.08305268,2022-07-07 04:00:00
"beta4",452688.510175723,4629425.34421913,2022-07-07 05:00:00
"beta4",451856.784269686,4629710.05760014,2022-07-07 06:00:00
"beta4",452402.736892587,4628829.72048999,2022-07-07 07:00:00
"beta4",451559.943701282,4628912.61179856,2022-07-07 08:00:00
"beta4",452129.888615589,4628829.59600435,2022-07-07 09:00:00
"beta4",452367.234861752,4629441.74938821,2022-07-07 10:00:00
"beta4",452327.030119184,4629255.21619102,2022-07-07 11:00:00
"beta4",451532.944240363,4629301.55615862,2022-07-07 12:00:00
"beta4",451872.539621331,4628659.40279525,2022-07-07 13:00:00
"beta4",451626.774919575,4628628.7170803,2022-07-07 14:00:00
"beta4",451242.788270162,4628278.65308635,2022-07-07 15:00:00
"beta4",450524.988203374,4627889.26507091,2022-07-07 16:00:00
"beta4",449757.926939325,4627816.1855426,2022-07-07 17:00:00
"beta4",449841.487307532,4627392.46545315,2022-07-07 18:00:00
"beta4",449604.242319357,4627569.49139322,2022-07-07 19:00:00
"beta4",449875.824587735,4628242.18149668,2022-07-07 20:00:00
"beta4",449854.455007994,4628517.66204352,2022-07-07 21:00:00
"beta4",450080.114420569,4629221.43830152,2022-07-07 22:00:00
"beta4",450217.809960618,4629835.78638321,2022-07-07 23:00:00
"beta4",450056.293861832,4628957.47245065,2022-07-08 00:00:00
"beta4",450315.86517118,4627822.0800184,2022-07-08 01:00:00
"beta4",449919.674426895,4627796.00008538,2022-07-08 02:00:00
"beta4",450722.55215803,4627719.11552715,2022-07-08 03:00:00
"beta4",450499.151174235,4628036.49362936,2022-07-08 04:00:00
"beta4",450984.320863726,4628164.13997626,2022-07-08 05:00:00
"beta4",451514.536543062,4629147.90607506,2022-07-08 06:00:00
"beta4",452341.61793733,4629365.4638444,2022-07-08 07:00:00
"beta4",451511.758407141,4629417.46052443,2022-07-08 08:00:00
"beta4",451615.590263653,4628915.14249674,2022-07-08 09:00:00
"beta4",451918.078130663,4629541.70110958,2022-07-08 10:00:00
"beta4",451762.511276724,4628734.34373309,2022-07-08 11:00:00
"beta4",452023.366634124,4629243.64987176,2022-07-08 12:00:00
"beta4",452557.793242021,4629473.97280317,2022-07-08 13:00:00
"beta4",451905.62881375,4628423.06909103,2022-07-08 14:00:00
"beta4",450359.052098147,4627810.60661869,2022-07-08 15:00:00
"beta4",449746.559490841,4628212.3364994,2022-07-08 16:00:00
"beta4",450261.735255581,4627662.54860582,2022-07-08 17:00:00
"beta4",449765.017663959,4628171.19229652,2022-07-08 18:00:00
"beta4",450021.301333279,4627727.43729473,2022-07-08 19:00:00
"beta4",449901.099373584,4627987.63743138,2022-07-08 20:00:00
"beta4",450526.129952011,4627568.74141253,2022-07-08 21:00:00
"beta4",449418.964920426,4628921.10142522,2022-07-08 22:00:00
"beta4",449206.696947302,4629325.54451589,2022-07-08 23:00:00
"beta4",450037.827576631,4628867.32008896,2022-07-09 00:00:00
"beta4",449802.193706766,4629026.49558762,2022-07-09 01:00:00
"beta4",449734.080373904,4629894.37602396,2022-07-09 02:00:00
"beta4",449975.2760594,4628667.99768181,2022-07-09 03:00:00
"beta4",449745.234855,4629005.20781482,2022-07-09 04:00:00
"beta4",450047.622486303,4629352.44148505,2022-07-09 05:00:00
"beta4",449744.348866159,4629214.68190799,2022-07-09 06:00:00
"beta4",449427.493149164,4628827.35470227,2022-07-09 07:00:00
"beta4",450264.083888195,4628034.12893413,2022-07-09 08:00:00
"beta4",449905.658061323,4627963.71145771,2022-07-09 09:00:00
"beta4",449226.531258938,4627555.01557834,2022-07-09 10:00:00
"beta4",449934.711021737,4627750.90655252,2022-07-09 11:00:00
"beta4",450920.256454708,4628000.95214262,2022-07-09 12:00:00
"beta4",451702.26861589,4628507.73232773,2022-07-09 13:00:00
"beta4",451502.281038702,4629217.16962888,2022-07-09 14:00:00
"beta4",452099.312935959,4629145.90541949,2022-07-09 15:00:00
"beta4",452491.871351084,4628607.23204601,2022-07-09 16:00:00
"beta4",451561.612769661,4629464.64797006,2022-07-09 17:00:00
"beta4",452332.309298873,4629182.67237262,2022-07-09 18:00:00
"beta4",452129.15435644,4628827.40531457,2022-07-09 19:00:00
"beta4",451394.880690642,4628760.96785328,2022-07-09 20:00:00
"beta4",451351.184968302,4628500.31483515,2022-07-09 21:00:00
"beta4",451035.095768063,4627754.59572564,2022-07-09 22:00:00
"beta4",451568.042325048,4628571.80579911,2022-07-09 23:00:00
"beta4",451548.76331056,4629460.85143684,2022-07-10 00:00:00
"beta4",451787.983174571,4628713.43777056,2022-07-10 01:00:00
"beta4",452148.047735343,4629559.28304027,2022-07-10 02:00:00
"beta4",452226.84263877,4629708.72039427,2022-07-10 03:00:00
"beta4",452498.967740729,4629415.72566913,2022-07-10 04:00:00
"beta4",452119.592777011,4628822.11285354,2022-07-10 05:00:00
"beta4",451732.445620425,4628772.43574821,2022-07-10 06:00:00
"beta4",451768.887581836,4629195.3003789,2022-07-10 07:00:00
"beta4",452242.864480925,4628825.32590093,2022-07-10 08:00:00
"beta4",451687.398504848,4629316.05209901,2022-07-10 09:00:00
"beta4",452390.473757683,4629176.00628675,2022-07-10 10:00:00
"beta4",450955.993690387,4628305.71460684,2022-07-10 11:00:00
"beta4",450441.649440351,4628089.34772421,2022-07-10 12:00:00
"beta4",449975.987410933,4628382.82562282,2022-07-10 13:00:00
"beta4",449301.196769993,4628341.34948152,2022-07-10 14:00:00
"beta4",449652.425479485,4627680.96968434,2022-07-10 15:00:00
"beta4",449440.625530283,4628121.42673615,2022-07-10 16:00:00
"beta4",449403.828590941,4628896.57753243,2022-07-10 17:00:00
"beta4",450305.052359813,4627934.58827134,2022-07-10 18:00:00
"beta4",449436.704795755,4628270.76225255,2022-07-10 19:00:00
"beta4",450347.531814161,4627907.29919754,2022-07-10 20:00:00
"beta4",449749.936403683,4628785.42982184,2022-07-10 21:00:00
"beta4",449978.696015213,4628166.43633826,2022-07-10 22:00:00
"beta4",449458.291536303,4627527.03709532,2022-07-10 23:00:00
"beta4",449077.488854334,4627665.3921365,2022-07-11 00:00:00
"beta4",449719.159067863,4628272.56336594,2022-07-11 01:00:00
"beta4",449965.587815491,4629814.31853893,2022-07-11 02:00:00
"beta4",450078.463935213,4629926.41521994,2022-07-11 03:00:00
"beta4",449770.93091303,4629942.97657269,2022-07-11 04:00:00
"beta4",449957.827368959,4629315.75113175,2022-07-11 05:00:00
"beta4",449906.357606168,4629903.47827245,2022-07-11 06:00:00
"beta4",450213.356275234,4629938.89836205,2022-07-11 07:00:00
"beta4",449916.202757903,4629808.61621801,2022-07-11 08:00:00
"beta4",449820.516361925,4629150.8532579,2022-07-11 09:00:00
"beta4",449338.692626177,4628703.36613591,2022-07-11 10:00:00
"beta4",448594.171415396,4627946.13109913,2022-07-11 11:00:00
"beta4",448368.449330624,4627375.34574171,2022-07-11 12:00:00
"beta4",449282.554477096,4627340.02737465,2022-07-11 13:00:00
"beta4",449196.767619504,4627831.22931173,2022-07-11 14:00:00
"beta4",449385.024454007,4627295.40212137,2022-07-11 15:00:00
"beta4",449609.3040625,4627688.90618072,2022-07-11 16:00:00
"beta4",450259.056400566,4627849.52114484,2022-07-11 17:00:00
"beta4",449839.532837463,4628646.42785702,2022-07-11 18:00:00
"beta4",449820.468795665,4629291.30337169,2022-07-11 19:00:00
"beta4",450104.072532512,4629026.14241388,2022-07-11 20:00:00
"beta4",449352.344711218,4629137.40218107,2022-07-11 21:00:00
"beta4",449242.709097343,4628754.76945488,2022-07-11 22:00:00
"beta4",449626.26536496,4627655.20453899,2022-07-11 23:00:00
"beta4",449299.507727273,4627166.77079098,2022-07-12 00:00:00
"beta4",449113.034667393,4626999.53528816,2022-07-12 01:00:00
"beta4",449562.862119988,4627635.73796663,2022-07-12 02:00:00
"beta4",449924.473351419,4627505.19402609,2022-07-12 03:00:00
"beta4",450753.047277277,4627741.1519944,2022-07-12 04:00:00
"beta4",451098.648332981,4628299.89468205,2022-07-12 05:00:00
"beta4",451519.549406199,4629199.63273948,2022-07-12 06:00:00
"beta4",451772.122944192,4628785.82395761,2022-07-12 07:00:00
"beta4",452043.679037247,4629237.72754404,2022-07-12 08:00:00
"beta4",452127.936451753,4628948.8774627,2022-07-12 09:00:00
"beta4",451987.40219675,4628852.63972445,2022-07-12 10:00:00
"beta4",451747.856331658,4628529.45103035,2022-07-12 11:00:00
"beta4",451485.003371375,4628328.06149283,2022-07-12 12:00:00
"beta4",451020.103500958,4627728.08773234,2022-07-12 13:00:00
"beta4",450811.81128287,4627718.77027342,2022-07-12 14:00:00
"beta4",451272.314376716,4627505.26988101,2022-07-12 15:00:00
"beta4",450876.899888383,4627555.88345734,2022-07-12 16:00:00
"beta4",450167.542204971,4627861.55699951,2022-07-12 17:00:00
"beta4",450934.124519593,4628145.68743171,2022-07-12 18:00:00
"beta4",451184.780574831,4627651.19807896,2022-07-12 19:00:00
"beta4",450538.363278487,4628029.22187452,2022-07-12 20:00:00
"beta4",451328.519992535,4627581.99927305,2022-07-12 21:00:00
"beta4",452329.845593123,4628579.31630359,2022-07-12 22:00:00
"beta4",452443.743651091,4629120.2066073,2022-07-12 23:00:00
"beta4",452558.953207278,4629219.24444526,2022-07-13 00:00:00
"beta4",452184.090337038,4629545.59225917,2022-07-13 01:00:00
"beta4",452581.40236675,4629492.00071453,2022-07-13 02:00:00
"beta4",451791.937481065,4629540.73474859,2022-07-13 03:00:00
"beta4",452320.44155359,4628886.44105919,2022-07-13 04:00:00
"beta4",451848.769708288,4629276.0916417,2022-07-13 05:00:00
"beta4",452134.831180846,4629020.37864285,2022-07-13 06:00:00
"beta4",451964.072165826,4628670.90070124,2022-07-13 07:00:00
"beta4",452771.687457424,4628537.96277636,2022-07-13 08:00:00
"beta4",452410.739241034,4629595.94843645,2022-07-13 09:00:00
"beta4",452618.216416535,4628518.95795419,2022-07-13 10:00:00
"beta4",451572.534110732,4628041.64482379,2022-07-13 11:00:00
